acc_num,seq_len,description,record_date,organism,segment_source,cds,host,isolate_source,isolate_name,country_region,collection_date,e_value,pcnt_id,align_len
KR821447.1,435,"Orthonairovirus haemorrhagiae isolate 27-STV/HU-2010 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,27-STV/HU-2010,Russia,2010,1.25379e-98,95.86206896551724,145
KR821446.1,435,"Orthonairovirus haemorrhagiae isolate 25-STV/HU-2010 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,25-STV/HU-2010,Russia,2010,1.42198e-98,95.86206896551724,145
KR821445.1,435,"Orthonairovirus haemorrhagiae isolate 23-STV/HU-2010 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,23-STV/HU-2010,Russia,2010,2.51274e-99,96.55172413793103,145
KR821444.1,435,"Orthonairovirus haemorrhagiae isolate 16-STV/HU-2010 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,16-STV/HU-2010,Russia,2010,6.97338e-97,93.79310344827586,145
KR821443.1,435,"Orthonairovirus haemorrhagiae isolate 13-STV/HU-2010 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,13-STV/HU-2010,Russia,2010,3.07934e-99,95.86206896551724,145
KR821442.1,435,"Orthonairovirus haemorrhagiae isolate 4-STV/HU-2010 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,4-STV/HU-2010,Russia,2010,2.51274e-99,96.55172413793103,145
KR821441.1,435,"Orthonairovirus haemorrhagiae isolate 1007-STV/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,1007-STV/TI-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821440.1,435,"Orthonairovirus haemorrhagiae isolate 1044-STV/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,1044-STV/TI-2013,Russia,2013,4.13383e-97,94.48275862068965,145
KR821439.1,435,"Orthonairovirus haemorrhagiae isolate 933-STV/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,933-STV/TI-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821438.1,435,"Orthonairovirus haemorrhagiae isolate 928-STV/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,928-STV/TI-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821437.1,435,"Orthonairovirus haemorrhagiae isolate 927-STV/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,927-STV/TI-2013,Russia,2013,3.30184e-98,95.86206896551724,145
KR821436.1,435,"Orthonairovirus haemorrhagiae isolate 888-STV/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,888-STV/TI-2013,Russia,2013,4.49225e-99,95.86206896551724,145
KR821435.1,435,"Orthonairovirus haemorrhagiae isolate 85-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,85-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821434.1,435,"Orthonairovirus haemorrhagiae isolate 73-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,73-STV/HU-2013,Russia,2013,3.50152e-93,88.96551724137932,145
KR821433.1,435,"Orthonairovirus haemorrhagiae isolate 72-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,72-STV/HU-2013,Russia,2013,1.12075e-96,94.48275862068965,145
KR821432.1,435,"Orthonairovirus haemorrhagiae isolate 71-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,71-STV/HU-2013,Russia,2013,1.06349e-98,95.17241379310344,145
KR821431.1,435,"Orthonairovirus haemorrhagiae isolate 69-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,69-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821430.1,435,"Orthonairovirus haemorrhagiae isolate 67-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,67-STV/HU-2013,Russia,2013,1.43582e-98,95.86206896551724,145
KR821429.1,435,"Orthonairovirus haemorrhagiae isolate 64-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,64-STV/HU-2013,Russia,2013,2.69429e-98,95.17241379310344,145
KR821428.1,435,"Orthonairovirus haemorrhagiae isolate 62-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,62-STV/HU-2013,Russia,2013,6.23146e-100,97.24137931034483,145
KR821427.1,435,"Orthonairovirus haemorrhagiae isolate 61-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,61-STV/HU-2013,Russia,2013,1.42198e-98,95.86206896551724,145
KR821426.1,435,"Orthonairovirus haemorrhagiae isolate 60-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,60-STV/HU-2013,Russia,2013,1.43582e-98,95.86206896551724,145
KR821425.1,435,"Orthonairovirus haemorrhagiae isolate 58-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,58-STV/HU-2013,Russia,2013,1.43582e-98,95.86206896551724,145
KR821424.1,435,"Orthonairovirus haemorrhagiae isolate 54-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,54-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821423.1,435,"Orthonairovirus haemorrhagiae isolate 51-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,51-STV/HU-2013,Russia,2013,3.1764e-98,95.17241379310344,145
KR821422.1,435,"Orthonairovirus haemorrhagiae isolate 47-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,47-STV/HU-2013,Russia,2013,6.23146e-100,97.24137931034483,145
KR821421.1,435,"Orthonairovirus haemorrhagiae isolate 46-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,46-STV/HU-2013,Russia,2013,1.86485e-98,95.86206896551724,145
KR821420.1,435,"Orthonairovirus haemorrhagiae isolate 44-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,44-STV/HU-2013,Russia,2013,3.07934e-99,95.86206896551724,145
KR821419.1,435,"Orthonairovirus haemorrhagiae isolate 43-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,43-STV/HU-2013,Russia,2013,9.95783e-98,95.17241379310344,145
KR821418.1,435,"Orthonairovirus haemorrhagiae isolate 37-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,37-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821417.1,435,"Orthonairovirus haemorrhagiae isolate 32-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,32-STV/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821416.1,435,"Orthonairovirus haemorrhagiae isolate 30-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,30-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821415.1,435,"Orthonairovirus haemorrhagiae isolate 29-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,29-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821414.1,435,"Orthonairovirus haemorrhagiae isolate 27-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,27-STV/HU-2013,Russia,2013,1.16033e-98,95.86206896551724,145
KR821413.1,435,"Orthonairovirus haemorrhagiae isolate 25-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,25-STV/HU-2013,Russia,2013,1.75611e-99,97.24137931034483,145
KR821412.1,435,"Orthonairovirus haemorrhagiae isolate 24-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,24-STV/HU-2013,Russia,2013,1.00347e-98,95.86206896551724,145
KR821411.1,435,"Orthonairovirus haemorrhagiae isolate 22-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,22-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821410.1,435,"Orthonairovirus haemorrhagiae isolate 19-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,19-STV/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821409.1,435,"Orthonairovirus haemorrhagiae isolate 14-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,14-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821408.1,435,"Orthonairovirus haemorrhagiae isolate 10-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,10-STV/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821407.1,435,"Orthonairovirus haemorrhagiae isolate 8-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,8-STV/HU-2013,Russia,2013,6.37851e-98,95.17241379310344,145
KR821406.1,435,"Orthonairovirus haemorrhagiae isolate 1-STV/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,1-STV/HU-2013,Russia,2013,1.88299e-98,95.17241379310344,145
KR821405.1,435,"Orthonairovirus haemorrhagiae isolate 127-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,127-ROS/TI-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821404.1,435,"Orthonairovirus haemorrhagiae isolate 126-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,126-ROS/TI-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821403.1,435,"Orthonairovirus haemorrhagiae isolate 122-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,122-ROS/TI-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821402.1,435,"Orthonairovirus haemorrhagiae isolate 116-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,116-ROS/TI-2013,Russia,2013,6.37851e-98,95.17241379310344,145
KR821401.1,435,"Orthonairovirus haemorrhagiae isolate 101-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,101-ROS/TI-2013,Russia,2013,1.86485e-98,95.86206896551724,145
KR821400.1,435,"Orthonairovirus haemorrhagiae isolate 42-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,42-ROS/TI-2013,Russia,2013,1.32879e-98,95.86206896551724,145
KR821399.1,435,"Orthonairovirus haemorrhagiae isolate 30-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,30-ROS/TI-2013,Russia,2013,1.32879e-98,95.86206896551724,145
KR821398.1,435,"Orthonairovirus haemorrhagiae isolate 23-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,23-ROS/TI-2013,Russia,2013,1.32879e-98,95.86206896551724,145
KR821397.1,435,"Orthonairovirus haemorrhagiae isolate 14-ROS/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,14-ROS/TI-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821396.1,435,"Orthonairovirus haemorrhagiae isolate 148-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,148-ROS/HU-2013,Russia,2013,1.03304e-98,95.86206896551724,145
KR821395.1,435,"Orthonairovirus haemorrhagiae isolate 132-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,132-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821394.1,435,"Orthonairovirus haemorrhagiae isolate 129-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,129-ROS/HU-2013,Russia,2013,1.0473e-96,95.17241379310344,145
KR821393.1,435,"Orthonairovirus haemorrhagiae isolate 127-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,127-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821392.1,435,"Orthonairovirus haemorrhagiae isolate 126-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,126-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821391.1,435,"Orthonairovirus haemorrhagiae isolate 118-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,118-ROS/HU-2013,Russia,2013,8.14197e-97,95.17241379310344,145
KR821390.1,435,"Orthonairovirus haemorrhagiae isolate 115-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,115-ROS/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821389.1,435,"Orthonairovirus haemorrhagiae isolate 111-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,111-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821388.1,435,"Orthonairovirus haemorrhagiae isolate 102-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,102-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821387.1,435,"Orthonairovirus haemorrhagiae isolate 100-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,100-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821386.1,435,"Orthonairovirus haemorrhagiae isolate 99-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,99-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821385.1,435,"Orthonairovirus haemorrhagiae isolate 95-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,95-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821384.1,435,"Orthonairovirus haemorrhagiae isolate 94-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,94-ROS/HU-2013,Russia,2013,5.6354e-97,95.17241379310344,145
KR821383.1,435,"Orthonairovirus haemorrhagiae isolate 87-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,87-ROS/HU-2013,Russia,2013,6.37851e-98,95.17241379310344,145
KR821382.1,435,"Orthonairovirus haemorrhagiae isolate 84-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,84-ROS/HU-2013,Russia,2013,1.07599e-97,95.17241379310344,145
KR821381.1,435,"Orthonairovirus haemorrhagiae isolate 83-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,83-ROS/HU-2013,Russia,2013,1.30856e-96,95.17241379310344,145
KR821380.1,435,"Orthonairovirus haemorrhagiae isolate 82-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,82-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821379.1,435,"Orthonairovirus haemorrhagiae isolate 75-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,75-ROS/HU-2013,Russia,2013,3.92274e-99,96.55172413793103,145
KR821378.1,435,"Orthonairovirus haemorrhagiae isolate 73-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,73-ROS/HU-2013,Russia,2013,1.16033e-98,95.86206896551724,145
KR821377.1,435,"Orthonairovirus haemorrhagiae isolate 70-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,70-ROS/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821376.1,435,"Orthonairovirus haemorrhagiae isolate 67-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,67-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821375.1,435,"Orthonairovirus haemorrhagiae isolate 65-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,65-ROS/HU-2013,Russia,2013,1.86485e-98,95.86206896551724,145
KR821374.1,435,"Orthonairovirus haemorrhagiae isolate 64-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,64-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821373.1,435,"Orthonairovirus haemorrhagiae isolate 63-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,63-ROS/HU-2013,Russia,2013,6.23146e-100,97.24137931034483,145
KR821372.1,435,"Orthonairovirus haemorrhagiae isolate 60-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,60-ROS/HU-2013,Russia,2013,1.95735e-98,95.86206896551724,145
KR821371.1,435,"Orthonairovirus haemorrhagiae isolate 58-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,58-ROS/HU-2013,Russia,2013,1.81877e-96,95.17241379310344,145
KR821370.1,435,"Orthonairovirus haemorrhagiae isolate 49-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,49-ROS/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821369.1,435,"Orthonairovirus haemorrhagiae isolate 41-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,41-ROS/HU-2013,Russia,2013,6.37851e-98,95.17241379310344,145
KR821368.1,435,"Orthonairovirus haemorrhagiae isolate 37-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,37-ROS/HU-2013,Russia,2013,1.57288e-96,95.17241379310344,145
KR821367.1,435,"Orthonairovirus haemorrhagiae isolate 36-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,36-ROS/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821366.1,435,"Orthonairovirus haemorrhagiae isolate 35-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,35-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821365.1,435,"Orthonairovirus haemorrhagiae isolate 34-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,34-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821364.1,435,"Orthonairovirus haemorrhagiae isolate 31-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,31-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821363.1,435,"Orthonairovirus haemorrhagiae isolate 26-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,26-ROS/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821362.1,435,"Orthonairovirus haemorrhagiae isolate 22-ROS/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,22-ROS/HU-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821361.1,435,"Orthonairovirus haemorrhagiae isolate 609-KR/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,609-KR/TI-2013,Russia,2013,1.36796e-98,95.86206896551724,145
KR821360.1,435,"Orthonairovirus haemorrhagiae isolate 605-KR/TI-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,605-KR/TI-2013,Russia,2013,1.49551e-97,95.86206896551724,145
KR821359.1,435,"Orthonairovirus haemorrhagiae isolate 257-ASTR/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,257-ASTR/HU-2013,Russia,2013,1.25379e-98,95.86206896551724,145
KR821358.1,435,"Orthonairovirus haemorrhagiae isolate 132-ASTR/HU-2013 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,Homo sapiens,human blood,132-ASTR/HU-2013,Russia,2013,2.51274e-99,96.55172413793103,145
KR821357.1,435,"Orthonairovirus haemorrhagiae isolate 227-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,227-ROS/TI-2012,Russia,2012,2.51274e-99,96.55172413793103,145
KR821356.1,435,"Orthonairovirus haemorrhagiae isolate 207-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,207-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821355.1,435,"Orthonairovirus haemorrhagiae isolate 90-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,90-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
KR821354.1,438,"Orthonairovirus haemorrhagiae isolate 76-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,76-ROS/TI-2012,Russia,2012,1.24794e-97,95.8904109589041,146
KR821353.1,438,"Orthonairovirus haemorrhagiae isolate 67-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,67-ROS/TI-2012,Russia,2012,1.24794e-97,95.8904109589041,146
KR821352.1,435,"Orthonairovirus haemorrhagiae isolate 19-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,19-ROS/TI-2012,Russia,2012,9.74736e-99,96.55172413793103,145
KR821351.1,435,"Orthonairovirus haemorrhagiae isolate 61-ROS/TI-2012 envelope glycoprotein gene, partial cds",01-JUN-2016,Orthonairovirus haemorrhagiae,M,envelope glycoprotein,tick,,61-ROS/TI-2012,Russia,2012,1.49551e-97,95.86206896551724,145
