RefID,PMID,Title,Authors,Journal,Year,accession
182,,"Detection of autochthonic virus strain responsible for outbreak of crimean-congo haemorrhagic fever in north macedonia, july to august 2023, Increased clinical vigilance identified additional human cases and genetically diverse isolates of crimean-congo haemorrhagic fever virus in north macedonia","Abraham A., Banovic P., Banyai K., Bogdan I., Cana F., Christova I., Cvetanovska M., Cvetkovikj A., Djadjovski I., Gorfol T., Grozdanovski K., Jakimovski D., Kemenesi G., Kostoulas P., Kuczmog A., Lanszki Z., Meletis E., Mijatovic D., Rangelov G., Simin V., Spasovska K., Tauber Z., Urban P., Zana B."," Szentagothai Research Center, University of Pecs, Ifjusag Utja 20, Pecs, Baranya 7624, Hungary,  Szentagothai Research Center, University of Pecs, Ifjusag utja 20, Pecs, Baranya 7624, Hungary, Unpublished",2024,"PP729064, PP729065, PP729066, PQ031235, PQ031236, PQ031237, PQ031238, PQ031239, PQ031240"
183,15033561,Sequence determination of the crimean-congo hemorrhagic fever virus l segment,"Czub M., Feldmann H., Flick R., Grolla A., Kinsella E., Martin S."," Special Pathogens, Canadian Science Center for Human and Animal Health, 1015 Arlington Street, Winnipeg, MB R3E 3R2, Canada, Virology 321 (1), 23-28 (2004)","2003, 2004","AY389361, NC_005301"
184,11749748,"Genetic characterization of the m rna segment of crimean congo hemorrhagic fever virus strains, china","Antoniadis A., Hang C., Kouidou S., Ma B., Papa A., Tang Q."," Lab of Hemorrhagic Fever and Arboviruses, Institute of Virology, Chinese Academy of Preventive Medicine, 100 Ying Xin Street, Xuan Wu District, Beijing 100052, China,  Microbiology, School of Medicine, Aristotelian University of Thessaloniki, Thessaloniki 54006, Greece, Emerging Infect. Dis. 8 (1), 50-53 (2002)","2001, 2002","AF338470, AF350448, AF350449"
185,,"Molecular epidemiology and phylogeny of crimean-congo haemorrhagic fever (cchf) virus of ixodid ticks in khorasan-e-razavi province of iran, Molecular epidemiology and phylogeny of crimean-congo hemorrhagic fever (cchf) virus of ixodid ticks in khorasan-e-razavi province of iran","Chinikar S., Maghsood H., Nabian S., Shayan P."," Parasitology, Faculty of Veterinary Medicine, University of Tehran, Enghalab Square, Tehran 009821, Iran,  Parasitology, Faculty of Veterinary Medicine, University of Tehran, Enghalab Square, Tehran, Tehran 009821, Iran, Unpublished",2015,"KP682503, KP742979"
186,16372290,A variable region in the crimean-congo hemorrhagic fever virus l segment distinguishes between strains isolated from different geographic regions,"Lvov D., Meissner J., Netesov S., Petrov V., Samokhvalov E., Seregin S., Vyshemirski O., Vyshemirskii O., Yakimenko N."," Laboratory of Virology, SRC VB 'Vector', Koltsovo, Novosibirsk 630559, Russia,  Laboratory of Virology, SRC VB 'Vector', Koltsovo, Novosibirsk Region, 630559, Russia, Novosibirsk 630559, Russia,  State Research Center for Virology and Biotechnology 'Vector', Koltsovo, Novosibirsk Region 630559, Russian Federation, J. Med. Virol. 78 (2), 223-228 (2006)","2005, 2006","AY995158, AY995159, AY995160, AY995161, AY995162, AY995163, AY995164, AY995165, AY995166, AY995167, AY995168, AY995169, AY995170, DQ206447, DQ206448, DQ206449"
187,16791423,"The complete genomic sequence of strain ros/huvlv-100, a representative russian crimean congo hemorrhagic fever virus strain","Meissner J., Netesov S., Petrov V., Seregin S., Vyshemirskii O., Yakimenko N.","Virus Genes 33 (1), 87-93 (2006)",2006,"DQ206447, DQ206448"
188,,Direct Submission,"Aktas M., Altas K., Ergin S., Gargili A., Midilli K., Ozturk R., Sengoz G., Vatansever Z., Yilmaz G."," Microbiology and Clinical Microbiology, Cerrahpasa Medical Faculty of Istanbul University, Temel Bilimler Binasi, Fatih - Istanbul 34303, Turkey,  Microbiology and Clinical Microbiology, Cerrahpasa Medical Fakulty of Istanbul University, Temel Bilimler Binasi, Fatih - Istanbul 34303, Turkey","2006, 2007","DQ983741, DQ983742, DQ983743, DQ983744, DQ983745, DQ983785, EU057975"
189,29524182,"Prevalence and phylogenetic analysis of crimean-congo hemorrhagic fever virus in ticks from different ecosystems in xinjiang, china","Chang C., Deng F., Guo R., Hu Z., Luo T., Moming A., Shen S., Sun S., Wang C., Yue X., Zhang Y."," Xinjiang Key Laboratory of Biological Resources and Genetic Engineering, Xinjiang University, No. 666, Tianshan District, Shengli Road, Urumqi, Xinjiang 830046, China, Virol Sin (2018) In press","2017, 2018","MG696068, MG696069, MG696070, MG696071, MG696072, MG696073, MG696074, MG696075, MG696076, MG696077, MG696078, MG696079, MG696080, MG696081, MG696082, MG696083, MG696084, MG696085"
190,,"Deposition of the nucleotide sequence of s, m, and l segments of cchf virus isolates derived from human blood serum of the patient in the south kazakhstan region, Deposition of the nucleotide sequences of s, m, and l segments of cchf virus obtained by sequencing of samples from ticks of the south kazakhstan region","Atkinson B., Atshabar B., Berezin V., Deryabin P., Hewson R., Nurmakhanov T., Sansyzbaev Y., Shevtsov A., Vilkova A., Yeskhojayev O."," Research, Public Health England, Manor Farm Road, Salisbury, Wiltshire SP4 0JG, UK, Unpublished",2016,"KX096700, KX096701, KX096702, KX096703, KX096704, KX096705, KX096706, KX129730, KX129731, KX129732, KX129733, KX129734, KX129735, KX129736, KX129737, KX129738, KX129739, KX458183"
191,20079776,Molecular epidemiology of crimean-congo hemorrhagic fever virus in turkey: occurrence of local topotype,"Carhan A., Dincer E., Ertek M., Ozkaya E., Ozkul A., Uyar Y., Whitehouse C."," Department of Virology, Ankara University, Faculty of Veterinary Medicine, Irfan Bastug Cad. Diskapi, Ankara 06110, Turkey, Virus Res. 149 (1), 64-70 (2010)","2009, 2010","GU320676, GU320677, GU320678, GU320679, GU320680, GU320681, GU320682, GU320683, GU320684, GU320685, GU320686, GU320687, GU320688, GU320689, GU320690, GU320691"
192,27378409,Crimean-congo hemorrhagic fever virus lineages europe 1 and europe 2 in bulgarian ticks,"Christova I., Panayotova E., Papa A., Pappa S., Trifonova I."," A' Dept. of Microbiology, Aristotle University of Thessaloniki, Medical School, Thessaloniki 54124, Greece,  Dept. of Microbiology, Aristotle University of Thessaloniki, Medical School, Thessaloniki 54124, Greece, Ticks Tick Borne Dis (2016) In press","2015, 2016","KR011837, KR011838, KR011839, KX227372, KX227373, KX227374, KX227375, KX227376, KX227377"
193,,"Genetic diveregence of cchfv in albania, Genetic divergence of cchfv in albania","Bino S., Kota M., Papa A., Papadimitriou E., Tomini E."," A' Dept. of Microbiology, Aristotle University of Thessaloniki, Medical School, Thessaloniki 54124, Greece, Unpublished",2013,"KC846093, KC846094"
194,,"An iran-kerman22 related strain of crimean-congo hemorrhagic fever orthonairovirus, Crimean-ongo haemorrhagic fever among healthcare workers in iran 2000-2018, a report of national reference laboratory","Azad-manjiri S., Azadmanjiri S., Azizizadeh S., Baniasadi V., Fazlalipour M., Fereydouni Z., Ghalejoogh M., Hosseini M., Jalai T., Jalali T., Khakifirouz S., Mohammadi T., Pouriayevali M., Salehi-vaziri M., Tavakoli M., Tavakolirad M."," Arboviruses and Viral Hemorrhagic Fevers Department (National Ref. Lab), Pasteur Institute of Iran, No. 69, Pasteur Ave., Tehran 1316943551, Iran,  Arboviruses and Viral Hemorrhagic Fevers Department (National Ref. Lab.), Pasteur Institute of Iran, No. 69, Pasteur Ave., Tehran 1316943551, Iran, Unpublished",2018,"MH557793, MH697878, MH697879, MH697880, MH697881, MH697882, MH697883, MH697884, MH697885, MH697886, MH697887, MH697888"
195,15118210,"Molecular and epidemiological studies on crimean-congo hemorrhagic fever in the xinjiang uygur autonomous region, p. r. china, Possible horizontal transmission of crimean-congo hemorrhagic fever virus from a mother to her child","Asiguma M., Han L., Kurane I., Maeda A., Morikawa S., Saijo M., Shimayi B., Tang Q., Tianshu D., Zhang Y."," Contact:Masayuki Saijo National Institute of Infectious Diseases, Department of Virology 1; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011, Japan, Jpn J Infect Dis 57 (2), 55-57 (2004), Unpublished","2003, 2004, 2005","AB102852, AB102853, AB209937, AB209938, AB209939, AB209940, AB209941, AB209942, AB209943, AB209944, AB209945, AB209946, AB209947, AB209948, AB209949, AB209950, AB209951"
196,,"An isolate of cchf virus from an iranian fulminant cchf patient, An isolate of cchf virus from an iranian patient in north of iran, Crimean congo hemorrhagic fever in qeshm island, iran, eid al adha (eid qorban) 2017","Azad-manjiri S., Azizizadeh S., Baniasadi V., Fazlalipour M., Fereydouni Z., Ghasemian R., Hosseini M., Jalali T., Jamshidi Y., Khakifirouz S., Mirahmadi R., Mirghiasi M., Mohammadi T., Pouriayevali M., Salehi-vaziri M., Tavakolirad M., Zarandi R."," Virology, Tehran University of Medical Sciences, No 69, Pasteur Ave, Tehran 0098, Iran,  Virology, Tehran University of Medical Sciences, No. 69 Pasteur Ave., Tehran 0098, Iran,  Virology, Tehran University of Medical Sciences, No. 69, Pasteur Ave., Tehran 0098, Iran, Unpublished","2015, 2016, 2017","KT899991, KY274404, MG456911"
197,12072526,Characterization of the glycoproteins of crimean-congo hemorrhagic fever virus,"Deyde V., Khristova M., Nichol S., Sanchez A., Vincent M."," Special Pathogens Branch, DVRD, NCID, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA, J. Virol. 76 (14), 7263-7275 (2002)","2002, 2005","AF467768, AF467769, NC_005300"
198,,Direct Submission,"Ajati A., Azati A., Dai X., Feng C., Hang C., Ma J., Meng W., Sun S., Wang X., Xie Y., Zhang F., Zhang Y., Zhu H."," College of Life Science and Technology, Xinjiang University, 14 Shengli Road, Urumqi, Xinjiang 830046, China,  Xinjiang Center for Disease Control and Prevention, College of Life Science and Technology, Xinjiang University, Urumqi, Xinjiang 830002, China",2005,"DQ217602, DQ227495, DQ227496"
199,,Cchf genetic variety research,"Gao D., Han L., Tang Q., Tao X., Zhao X."," Institute of Epidemiology and Microbiology, Chinese Academy of Preventive Medicine (CAPM), P. O. Box 5 Changping, Beijing 102206, China,  Institute of Epidemiology and Microbiology, Chinese Academy of Preventive Medicine (CAPM), P.O. Box 5 Changping, Beijing 102206, China,  Institute of Epidemiology and Microbiology, Chinese Academy of Preventive Medicine, P. O. Box 5 Changping, Beijing 102206, P.R. China, Unpublished",2001,"AF354296, AF358784, AF362080, AY029157"
200,,Molecular characterization of s and m segments of crimean congo hemorrhagic fever virus in turkey,"Aydin H., Timurkan M."," Department of Virology, Ataturk University, Faculty of Veterinary Medicine, Erzurum 25240, Turkey,  Departmet of Virology, Ataturk University, Faculty of Veterinary Medicine, Erzurum 25240, Turkey, Unpublished",2020,"MT178278, MT178279, MT178280, MT178281, MT178282, MT178283, MT178284, MT178285, MT178286, MT178287, MT178288, MT178289, MT178290, MT178291, MT178292, MT178293, MT178294, MT178295, MT178296, MT178297, MT178298, MT178299, MT178300, MT178301, MT178302, MT178303, MT178304, MT178305, MT178306, MT178307, MT178308, MT178309, MT178310, MT178311, MT178312, MT178313, MT178314, MT178315, MT178316, MT178317, MT178318, MT178319, MT178320, MT178321, MT178322, MT178323, MT178324, MT178325, MT178326, MT178327"
201,17088370,Crimean-congo hemorrhagic fever virus: genetic analysis and tick survey in turkey,"Aktas M., Altay K., Azkur A., Azkur K., Bolat Y., Dumanli N., Kalkan A., Ozdarendeli A., Tonbak S."," Virology, Firat University, Elazig 23119, Turkey, J. Clin. Microbiol. 44 (11), 4120-4124 (2006)",2006,"DQ397823, DQ397824, DQ397825, DQ397826"
202,,"Crimean-congo virus in stavropol region of russia, 2011, Genetic monitoring of crimean-congo hemorrhagic fever virus in the south of the european part of russia","Kulichenko A., Malyshev B., Volynkina A., Yashina L."," Laboratory of Virology, Stavropol Research Anti-Plague Institute, Sovjetskaya St., 13-15, Stavropol, Stavropol Region 355000, Russian Federation,  PCR Diagnostics, State Research Center of Virology and Biotechnology 'Vector', SRC VB Vector, Koltsovo, Novosibirsk region 630559, Russia, Probl Osobo Opas Infekc 4 (114), 80-85 (2012), Unpublished","2012, 2013","KF425575, KF425576, KF425577, KF425578, KF425579, KF425580, KF425581, KF425582, KF425583, KF425584, KF425585, KF425586, KF425587, KF425588, KF494375, KF496920, KF496921"
203,,Epidemiological analysis of crimean-congo hemorrhagic fever infection case on the territory of crimean federal district in 2015 caused by a new genetic variants of the virus,"Burlachenko A., Kotenev E., Kulichenko A., Lisitskaya Y., Pisarenko S., Popova A., Shaposhnikova L., Volynkina A."," Laboratory of Natural-Focal Infections, Stavropol State Research Anti-Plague Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355017, Russian Federation,  Laboratory of Natural-Focal Infections, Stavropol State Research Anti-Plague Institute, Sovetskaya str. 13-15, Stavropol, Stavropol region 355017, Russian Federation, Zh. Mikrobiol. Epidemiol. Immunobiol. (2016) In press","2015, 2016","KR814833, KR814834, KR814835, KR814836, KR814837, KR814838, KR814839, KR814840, KR814841, KR814842, KR814843, KR814844, KR814845, KR814846, KR814847, KR814848, KR814849, KR814850, KR814851, KR814852, KR814853, KR814854, KR814855, KR814856, KR814857, KR814858, KR814859, KR814860, KR814861, KR814862, KR814863, KR814864, KR814865, KR814866, KR814867, KR814868, KR814869, KR814870, KR814871, KR814872, KR814873, KR814874, KR814875, KR814876, KR814877, KR814878, KR814879, KR814880, KR814881, KR814882, KR814883, KR814884, KR814885, KR814886, KR814887, KR814888, KR814889, KR814890, KR814891, KR814892, KR814893, KR814894, KR814895, KR814896, KR814897, KR814898, KR814899, KR814900, KR814901, KR814902, KR814903, KR814904, KR814905, KR814906, KR814907, KR814908, KR814909, KR814910, KR814911, KR814912, KR814913, KR814914, KR814915, KR814916, KR814917, KR814918, KR814919, KR814920, KR814921, KR814922, KR814923, KR814924, KR814925, KR814926, KR814927, KR814928, KR814929, KR814930, KR814931, KR814932, KR814933, KR814934, KR814935, KR814936, KR814937, KR814938, KR814939, KR814940, KR814941, KR814942, KR814943, KR814944, KR814945, KR814946, KR814947, KR814948, KR814949, KR814950, KR814951, KR814952, KR814953, KR814954, KR814955, KR814956, KR814957, KR814958, KR814959, KR814960, KR814961, KR814962, KR814963, KR814964, KR814965, KR814966, KR814967, KR814968, KR814969, KR814970, KR814971, KR814972, KR814973, KR814974, KR814975, KR814976, KR814977, KR814978, KR814979, KR814980, KR814981, KR814982, KR814983, KR814984, KR814985, KR814986, KR814987, KR814988, KR814989, KR814990, KR814991, KR814992, KR814993, KR814994, KR814995, KR814996, KR814997, KR814998, KR814999, KR815000, KR815001, KR815002, KR815003, KR815004, KR815005, KR815006, KR815007, KR815008, KR815009, KR815010, KR815011, KR815012, KR815013, KR815014, KR815015, KR815016, KR815017, KR815018, KR815019, KR815020, KR815021, KR815022, KR815023, KR815024, KR815025, KR815026, KR815027, KR815028, KR815029, KR815030, KR815031, KR815032, KR815033, KR815034, KR815035, KR815036, KR815037, KR815038, KR815039, KR815040, KR815041, KR815042, KR815043, KR815044, KR815045, KR815046, KR815047, KR815048, KR815049, KR815050, KR815051, KR815052, KR815053, KR815054, KR815055, KR815056, KR815057, KR815058, KR815059, KR815060, KR815061, KR815062, KR815063, KR815064, KR815065, KR815066, KR815067, KR815068, KR815069, KR815070, KR815071, KR815072, KR815073, KR815074, KR815075, KR815076, KR815077, KR815078, KR815079, KR815080, KR815081, KR815082, KR815083, KR815084, KR815085, KR815086, KR815087, KR815088, KR815089, KR815090, KR815091, KR815092, KR815093, KR815094, KR815095, KR815096, KR815097, KR815098, KR815099, KR815100, KR815101, KR815102, KR815103, KR815104, KR815105, KR815106, KR815107, KR815108, KR815109, KR815110, KR815111, KR815112, KR815113, KR815114, KR815115, KR815116, KR815117, KR815118, KR815119, KR815120, KR815121, KR815122, KR815123, KR815124, KR815125, KR815126, KR815127, KR815128, KR815129, KR815130, KR815131, KR815132, KR815133, KR815134, KR815135, KR815136, KR815137, KR815138, KR815139, KR815140, KR815141, KR815142, KR815143, KR815144, KR815145, KR815146, KR815147, KR815148, KR815149, KR815150, KR815151, KR815152, KR815153, KR815154, KR815155, KR815156, KR815157, KR815158, KR815159, KR815160, KR815161, KR815162, KR815163, KR815164, KR815165, KR815166, KR815167, KR815168, KR815169, KR815170, KR815171, KR815172, KR815173, KR815174, KR815175, KR815176, KR815177, KR815178, KR815179, KR815180, KR815181, KR815182, KR815183, KR815184, KR815185, KR815186, KR815187, KR815188, KR815189, KR815190, KR815191, KR815192, KR815193, KR815194, KR815195, KR815196, KR815197, KR815198, KR815199, KR815200, KR815201, KR815202, KR815203, KR815204, KR815205, KR815206, KR815207, KR815208, KR815209, KR815210, KR815211, KR815212, KR815213, KR815214, KR815215, KR815216, KR815217, KR815218, KR815219, KR815220, KR815221, KR815222, KR815223, KR815224, KR815225, KR815226, KR815227, KR815228, KR815229, KR815230, KR815231, KR815232, KR815233, KR815234, KR815235, KR815236, KR815237, KR815238, KR815239, KR815240, KR815241, KR815242, KR815243, KR815244, KR815245, KR815246, KR815247, KR815248, KR815249, KR815250, KR815251, KR815252, KR815253, KR815254, KR815255, KR815256, KR815257, KR815258, KR815259, KR815260, KR815261, KR815262, KR815263, KR815264, KR815265, KR815266, KR815267, KR815268, KR815269, KR815270, KR815271, KR815272, KR815273, KR815274, KR815275, KR815276, KR815277, KR815278, KR815279, KR815280, KR815281, KR815282, KR815283, KR815284, KR815285, KR815286, KR815287, KR815288, KR815289, KR815290, KR815291, KR815292, KR815293, KR815294, KR815295, KR815296, KR815297, KR815298, KR815299, KR815300, KR815301, KR815302, KR815303, KR815304, KR815305, KR815306, KR815307, KR815308, KR815309, KR815310, KR815311, KR815312, KR815313, KR815314, KR815315, KR815316, KR815317, KR815318, KR815319, KR815320, KR815321, KR815322, KR815323, KR815324, KR815325, KR815326, KR815327, KR815328, KR815329, KR815330, KR815331, KR815332, KR815333, KR815334, KR815335, KR815336, KR815337, KR815338, KR815339, KR821170, KR821171, KR821172, KR821173, KR821174, KR821175, KR821176, KR821177, KR821178, KR821179, KR821180, KR821181, KR821182, KR821183, KR821184, KR821185, KR821186, KR821187, KR821188, KR821189, KR821190, KR821191, KR821192, KR821193, KR821194, KR821195, KR821196, KR821197, KR821198, KR821199, KR821200, KR821201, KR821202, KR821203, KR821204, KR821205, KR821206, KR821207, KR821208, KR821209, KR821210, KR821211, KR821212, KR821213, KR821214, KR821215, KR821216, KR821217, KR821218, KR821219, KR821220, KR821221, KR821222, KR821223, KR821224, KR821225, KR821226, KR821227, KR821228, KR821229, KR821230, KR821231, KR821232, KR821233, KR821234, KR821235, KR821236, KR821237, KR821238, KR821239, KR821240, KR821241, KR821242, KR821243, KR821244, KR821245, KR821246, KR821247, KR821248, KR821249, KR821250, KR821251, KR821252, KR821253, KR821254, KR821255, KR821256, KR821257, KR821258, KR821259, KR821260, KR821261, KR821262, KR821263, KR821264, KR821265, KR821266, KR821267, KR821268, KR821269, KR821270, KR821271, KR821272, KR821273, KR821274, KR821275, KR821276, KR821277, KR821278, KR821279, KR821280, KR821281, KR821282, KR821283, KR821284, KR821285, KR821286, KR821287, KR821288, KR821289, KR821290, KR821291, KR821292, KR821293, KR821294, KR821295, KR821296, KR821297, KR821298, KR821299, KR821300, KR821301, KR821302, KR821303, KR821304, KR821305, KR821306, KR821307, KR821308, KR821309, KR821310, KR821311, KR821312, KR821313, KR821314, KR821315, KR821316, KR821317, KR821318, KR821319, KR821320, KR821321, KR821322, KR821323, KR821324, KR821325, KR821326, KR821327, KR821328, KR821329, KR821330, KR821331, KR821332, KR821333, KR821334, KR821335, KR821336, KR821337, KR821338, KR821339, KR821340, KR821341, KR821342, KR821343, KR821344, KR821345, KR821346, KR821347, KR821348, KR821349, KR821350, KR821351, KR821352, KR821353, KR821354, KR821355, KR821356, KR821357, KR821358, KR821359, KR821360, KR821361, KR821362, KR821363, KR821364, KR821365, KR821366, KR821367, KR821368, KR821369, KR821370, KR821371, KR821372, KR821373, KR821374, KR821375, KR821376, KR821377, KR821378, KR821379, KR821380, KR821381, KR821382, KR821383, KR821384, KR821385, KR821386, KR821387, KR821388, KR821389, KR821390, KR821391, KR821392, KR821393, KR821394, KR821395, KR821396, KR821397, KR821398, KR821399, KR821400, KR821401, KR821402, KR821403, KR821404, KR821405, KR821406, KR821407, KR821408, KR821409, KR821410, KR821411, KR821412, KR821413, KR821414, KR821415, KR821416, KR821417, KR821418, KR821419, KR821420, KR821421, KR821422, KR821423, KR821424, KR821425, KR821426, KR821427, KR821428, KR821429, KR821430, KR821431, KR821432, KR821433, KR821434, KR821435, KR821436, KR821437, KR821438, KR821439, KR821440, KR821441, KR821442, KR821443, KR821444, KR821445, KR821446, KR821447, KR821448, KR821449, KR821450, KR821451, KR821452, KR821453, KR821454, KR821455, KR821456, KR821457, KR821458, KR821459, KR821460, KR821461, KR821462, KR821463, KR821464, KR821465, KR821466, KR821467, KR821468, KR821469, KR821470, KR821471, KR821472, KR821473, KR821474, KR821475, KR821476, KR821477, KR821478, KR821479, KR821480, KR821481, KR821482, KR821483, KR821484, KR821485, KR821486, KR821487, KR821488, KR821489, KR821490, KR821491, KR821492, KR821493, KR821494, KR821495, KR821496, KR821497, KR821498, KR821499, KR821500, KR821501, KR821502, KR821503, KR821504, KR821505, KR821506, KR821507, KR821508, KR821509, KR821510, KR821511, KR821512, KR821513, KR821514, KR821515, KR821516, KR821517, KR821518, KR821519, KR821520, KR821521, KR821522, KR821523, KR821524, KR821525, KR821526, KR821527, KR821528, KR821529, KR821530, KR821531, KR821532, KR821533, KR821534, KR821535, KR821536, KR821537, KR821538, KR821539, KR821540, KR821541, KR821542, KR821543, KR821544, KR821545, KR821546, KR821547, KR821548, KR821549, KR821550, KR821551, KR821552, KR821553, KR821554, KR821555, KR821556, KR821557, KR821558, KR821559, KR821560, KR821561, KR821562, KR821563, KR821564, KR821565, KR821566, KR821567, KR821568, KR821569, KR821570, KR821571, KR821572, KR821573, KR821574, KR821575, KR821576, KR821577, KR821578, KR821579, KR821580, KR821581, KR821582, KR821583, KR821584, KR821585, KR821586, KR821587, KR821588, KR821589, KR821590, KR821591, KR821592, KR821593, KR821594, KR821595, KR821596, KR821597, KR821598, KR821599, KR821600, KR821601, KR821602, KR821603, KR821604, KR821605, KR821606, KR821607, KR821608, KR821609, KR821610, KR821611, KR821612, KR821613, KR821614, KR821615, KR821616, KR821617, KR821618, KR821619, KR821620, KR821621, KR821622, KR821623, KR821624, KR821625, KR821626, KR821627, KR821628, KR821629, KR821630, KR821631, KR821632, KR821633, KR821634, KR821635, KR821636, KR821637, KR821638, KR821639, KR821640, KR821641, KR821642, KR821643, KR821644, KR821645, KR821646, KR821647, KR821648, KR821649, KR821650, KR821651, KR821652, KR821653, KR821654, KR821655, KR821656, KR821657, KR821658, KR821659, KR821660, KR821661, KR821662, KR821663, KR821664, KR821665, KR821666, KR821667, KR821668, KR821669, KR821670, KR821671, KR821672, KR821673, KR821674, KR821675, KR821676, KR821677, KR821678, KR821679, KR821680, KR821681, KR821682, KR821683, KR821684, KR821685, KR821686, KR821687, KR821688, KR821689, KR821690, KR821691, KR821692, KR821693, KR821694, KR821695, KR821696, KR821697, KR821698, KR821699, KR821700, KR821701, KR821702, KR821703, KR821704, KR821705, KR821706, KR821707, KR821708, KR821709, KR821710, KR821711, KR821712, KR821713, KR821714, KR821715, KR821716, KR821717, KR821718, KR821719, KR821720, KR821721, KR821722, KR821723, KR821724, KR821725, KR821726, KR821727, KR821728, KR821729, KR821730, KR821731, KR821732, KR821733, KR821734, KR821735, KR821736, KR821737, KR821738, KR821739, KR821740, KR821741, KR821742, KR821743, KR821744, KR821745, KR821746, KR821747, KR821748, KR821749, KR821750, KR821751, KR821752, KR821753, KR821754, KR821755, KR821756, KR821757, KR821758, KR821759, KR821760, KR821761, KR821762, KR821763, KR821764, KR821765, KR821766, KR821767, KR821768, KR821769, KR821770, KR821771, KR821772, KR821773, KR821774, KR821775, KR821776, KR821777, KR821778, KR821779, KR821780, KR821781, KR821782, KR821783, KR821784, KR821785, KR821786, KR821787, KR821788, KR821789, KR821790, KR821791, KR821792, KR821793, KR821794, KR821795, KR821796, KR821797, KR821798, KR821799, KR821800, KR821801, KR821802, KR821803, KR821804, KR821805, KR821806, KR821807, KR821808, KR821809, KR821810, KR821811, KR821812, KR821813, KR821814, KR821815, KR821816, KR821817, KR821818, KR821819, KR821820, KR821821, KR821822, KR821823, KR821824, KR821825, KR821826, KR821827, KR821828, KR821829, KR821830, KR821831, KR821832, KR821833, KR821834, KR821835, KR821836, KR821837, KR821838, KR821839, KR821840, KR821841, KR821842, KR821843, KR821844, KR821845, KR821846, KR821847, KR821848, KR821849, KR821850, KR821851, KR821852, KR821853, KR821854, KR821855, KR821856, KR821857, KR821858, KR821859, KR821860, KR821861, KR821862, KR821863, KR821864, KR821865, KR821866, KR821867, KR821868, KR821869, KR821870, KR821871, KR821872, KR821873, KR821874, KR821875, KR821876, KR821877, KR821878, KR821879, KR821880, KR821881, KR821882, KR821883, KR821884, KR821885, KR821886, KR821887, KR821888, KR821889, KR821890, KR821891, KR821892, KR821893, KR821894, KR821895, KR821896, KR821897, KR821898, KR821899, KR821900, KR821901, KR821902, KR821903, KR821904, KR821905, KR821906, KR821907, KR821908, KR821909, KR821910, KR821911, KR821912, KR821913, KR821914, KR821915, KR821916, KR821917, KR821918, KR821919, KR821920, KR821921, KR821922, KR821923, KR821924, KR821925, KR821926, KR821927, KR821928, KR821929, KR821930, KR821931, KR821932, KR821933, KR821934, KR821935, KR821936, KR821937, KR821938, KR821939, KR821940, KR821941, KR821942, KR821943, KR821944, KR821945, KR821946, KR821947, KR821948, KR821949, KR821950, KR821951, KR821952, KR821953, KR821954, KR821955, KR821956, KR821957, KR821958, KR821959, KR821960, KR821961, KR821962, KR821963, KR821964, KR821965, KR821966, KR821967, KR821968, KR821969, KR821970, KR821971, KR821972, KR821973, KR821974, KR821975, KR821976, KR821977, KR821978, KR821979, KR821980, KR821981, KR821982, KR821983, KR821984, KR821985, KR821986, KR821987, KR821988, KR821989, KR821990, KR821991, KR821992, KR821993, KR821994, KR821995, KR821996, KR821997, KR821998, KR821999, KR822000, KR822001, KR822002, KR822003, KR822004, KR822005, KR822006, KR822007, KR822008, KR822009, KR822010, KR822011, KR822012, KR822013, KR822014, KR822015, KR822016, KR822017, KR822018, KR822019, KR822020, KR822021, KR822022, KU161576, KU161577, KU161578, KU161579, KU161580, KU161581, KU161582, KU161583, KU161584, KU161585, KU161586, KU161587"
204,28518037,"Crimean-congo hemorrhagic fever in migrant worker returning from oman to india, 2016","Jain R., Mourya D., Patil D., Shete A., Thacker S., Yadav P."," Maximum Containment Laboratory, National Institute of Virology, Sus Road, Pashan, Pune, Maharashtra 411021, India,  Microbial Containment Complex, National Institute of Virology, Sus Road, Pashan, Pune, Maharashtra 411021, India, Emerging Infect. Dis. 23 (6), 1005-1008 (2017)","2016, 2017","KY213712, KY213713, KY213714"
205,,The current status of tick populations in istanbul and their biorisks in terms of cchf and public health,"Akyildiz G., Gargili keles A., Zarrabi ahrabi S."," Faculty of Health Sciences/Basic Health Sciences Department, Marmara University, M.U. Basibuyuk Campus, 9/4/1, Maltepe, Istanbul 34854, Turkey, Unpublished","2022, 2023","OP312072, OP312073, OP312074, OP312075, OP312076, OQ377559, OQ377560, OQ377561, OQ377562, OQ377563, OQ377564"
206,22217175,"Development of a real-time rt-pcr assay for the detection of crimean-congo haemorrhagic fever virus, Development of a real-time rt-pcr assay for the detection of crimean-congo hemorrhagic fever virus","Ahmeti S., Ajazi-berisha L., Atkinson B., Brooks T., Bruce C., Chamberlain J., Cook N., Dowall S., Hewson R., Logue C., Naser ramadani G., Osborne J., Thomson G., Tishkova F."," Health Protection Agency, Manor Farm Road, Salisbury SP4 0JG, UK, Vector Borne Zoonotic Dis. (2012) In press","2011, 2012","JN086996, JN108025, JN173797"
