Authors,Title,Journal,PMID,Year,accession,RefID,FirstAuthorSurname,ShortName
"Allen D., D'addiego J., Elaldi N., Hewson R., Shah S.",Recovery of complete genome sequences of Crimean-Congo haemorrhagic fever virus through targeted next-generation sequencing approaches: a comparative study between multiplex tiling PCR and probe hybridization capture,"Manor Farm Road, Research & Evaluation, Salisbury, UK Health Security Agency, United Kingdom, Unpublished, Wiltshire SP4 0JG",,2024,"PP735307, PP735308, PP735309, PP735310, PP735311, PP735312, PP735313, PP735314, PP735315, PP735316, PP735317, PP735318, PP735319, PP735320, PP735321, PP735322, PP735323, PP735324, PP735325, PP735326, PP735327, PP735328, PP735329, PP735330, PP735331, PP735332, PP735333, PP735334, PP735335, PP735336, PP735337, PP735338, PP735339, PP735340, PP735341, PP735342, PP735343, PP735344, PP735345, PP735346, PP735347, PP735348, PP735349, PP735350, PP735351, PP735352, PP735353, PP735354, PP735355, PP735356, PP735357, PP735358, PP735359, PP735360, PP735361, PP735362, PP735363, PP735364, PP735365, PP735366, PP735367, PP735368, PP735369, PP735370, PP735371, PP735372, PP735373, PP735374, PP735375",126,Allen,Allen (2024)
"Afrough B., D'addiego J., Fletcher T., Hewson R., Kurosaki Y., Leblebicioglu H., Wand N.","Complete Genome Sequencing of Crimean-Congo Haemorrhagic Fever Virus (CCHFV) Directly from Clinical Samples: A Comparative Study Between Targeted Enrichment and Metagenomic Approaches, Recovery of Complete Genome Sequences of Crimean-Congo Haemorrhagic Fever Virus (CCHFV) Directly from Clinical Samples: A Comparative Study Between Targeted Enrichment and Metagenomic Approaches","Manor Farm Road, Research & Evaluation, Salisbury, UK Health Security Agency, United Kingdom, Unpublished, Wiltshire SP4 0JG",,2023,"OQ454691, OQ454692, OQ454693, OQ454694, OQ454695, OQ454696, OQ454697, OQ454698, OQ454699, OQ454700, OQ454701, OQ454702, OQ454703, OQ454704, OQ454705, OQ454706, OQ454707, OQ454708, OQ454709, OQ454710, OQ454711, OQ454712, OQ454713, OQ454714, OQ454715, OQ454716, OQ454717, OQ454718, OQ454719, OQ454720, OQ454721, OQ454722, OQ454723, OQ454724, OQ454725, OQ454726, OQ454727, OQ454728, OQ454729, OQ454730, OQ454731, OQ454732, OQ454733, OQ454734, OQ454735, OQ454736, OQ454737, OQ454738, OQ454739, OQ454740, OQ454741, OQ454742, OQ454743, OQ454744, OQ454745, OQ454746, OQ454747, OQ454748, OQ454749, OQ454750, OQ454777, OQ454778, OQ454779, OQ454780, OQ454781, OQ454782, OQ454783, OQ454784, OQ454785, OQ454786, OQ454787, OQ454788, OQ454789, OQ454790, OQ454791, OQ454792, OQ454793, OQ454794, OQ454795, OQ454796, OQ454797, OQ454798, OQ454799, OQ454800, OQ454801, OQ454802, OQ454803, OQ454804, OQ454805, OQ454806, OQ454807, OQ454808, OQ454809, OQ454810, OQ454811, OQ454812, OQ454813, OQ454814, OQ454815, OQ454816, OQ454817, OQ454818, OQ454819, OQ454820, OQ454821, OQ454822, OQ454823, OQ454824, OQ454825, OQ454826, OQ454827, OQ454828, OQ454829, OQ454830, OQ454831, OQ454832, OQ454833, OQ454834, OQ454835, OQ454836, OQ866631, OQ866632, OQ866633",127,Afrough,Afrough (2023)
"Blinova E., Bushkieva B., Dedkov V., Dzhambinov S., Galkina I., Kurdyukova O., Rudenko T., Safonova M., Sapotsky M., Shchelkanov M., Shipulin G.","A neonatal death associated with Crimean-Congo hemorrhagic fever (Republic of Kalmykia, June 2016), Russia","146-148 (2017), 3a, Antiviral Res. 146, Central Research Institute for Epidemiology, Moscow 111123, Novogireevskaya, Russian Federation",28870741,2017,"KY982864, KY982865, KY982866, KY982867, KY982868, KY982869",128,Blinova,"Blinova (2017, 28870741)"
"Atkinson B., Atshabar B., Berezin V., Deryabin P., Hewson R., Nurmakhanov T., Sansyzbaev Y., Shevtsov A., Vilkova A., Yeskhojayev O.","Deposition of the nucleotide sequences of S, M, and L segments of CCHF virus obtained by sequencing of samples from ticks of the South Kazakhstan region","Manor Farm Road, Public Health England, Research, Salisbury, UK, Unpublished, Wiltshire SP4 0JG",,2016,"KX096700, KX096701, KX096702, KX096703, KX096704, KX096705, KX096706, KX129730, KX129731, KX129732, KX129733, KX129734, KX129735, KX129736, KX129737",129,Atkinson,Atkinson (2016)
"Deyde V., Khristova M., Ksiazek T., Nichol S., Rollin P.",Crimean-congo hemorrhagic Fever virus genomics and global diversity,"1600 Clifton Road, 8834-8842 (2006), Atlanta, Biotechnology Core Facility Branch, Centers for Disease Control and Prevention, GA 30030, J. Virol. 80 (17), Special Pathogens Branch, USA",16912331,"2005, 2006","DQ211613, DQ211614, DQ211615, DQ211616, DQ211617, DQ211618, DQ211619, DQ211620, DQ211621, DQ211622, DQ211623, DQ211624, DQ211626, DQ211627, DQ211628, DQ211629, DQ211630, DQ211631, DQ211632, DQ211633, DQ211634, DQ211635, DQ211636, DQ211637, DQ211639, DQ211640, DQ211641, DQ211642, DQ211643, DQ211644, DQ211645, DQ211646, DQ211647, DQ211648, DQ211649, DQ211650",130,Deyde,"Deyde (2006, 16912331)"
"Brinkmann A., Dincer E., Ergunay K., Foldes K., Hacioglu S., Hagedorn P., Hekimoglu O., Karapinar Z., Nitsche A., Oguz B., Orunc kilinc O., Ozer N., Ozkul A., Polat P.","Generic amplification and next generation sequencing reveal Crimean-Congo hemorrhagic fever virus AP92-like strain and distinct tick phleboviruses in Anatolia, Turkey","335 (2017), Ankara, Department of Medical Microbiology Virology Unit, Hacettepe University Faculty of Medicine, Morphology Building 3rd floor, Parasit Vectors 10 (1), Sihhiye 06100, Turkey",28705183,2017,"KY963540, KY963541, KY963542, KY963543, KY963544, KY979162, KY979163, KY979164",131,Brinkmann,"Brinkmann (2017, 28705183)"
"Dincer E., Ekinci M., Ergunay K., Oguz B., Polat C., Sahan A., Sahindokuyucu I., Timurkan M.","Several Tick-Borne Pathogenic Viruses in Circulation in Anatolia, Turkey","148-158 (2022), Ankara 06100, Department of Medical Microbiology, Faculty of Medicine, Hacettepe University, Sihhiye, Turkey, Vector Borne Zoonotic Dis 22 (2)",35133905,"2021, 2022","MZ852759, MZ852760, MZ852761, MZ852762, MZ852763",132,Dincer,"Dincer (2022, 35133905)"
"Drosten C., Emmerich P., Laue T., Minnak D., Reinicke T., Schmitz H.",Crimean-Congo hemorrhagic fever in Kosovo,"1122-1123 (2002), Bernhard-Nocht Inst. of Tropical Medicine, Bernhard-Nocht Str. 74, Germany, Hamburg 20359, J. Clin. Microbiol. 40 (3), Virology",11880460,"2001, 2002",AF404507,133,Drosten,"Drosten (2002, 11880460)"
"Ahmeti S., Avsic-zupanc T., Dedushaj I., Duh D., Hafner-bratkovic I., Khristova M., Nichol S., Petrovec M., Saksida A.",The complete genome sequence of a Crimean-Congo hemorrhagic fever virus isolated from an endemic region in Kosovo,"7 (2008), Institute of Microbiology and Immunology, Ljubljana 1000, Slovenia, Virol. J. 5, Virology, Zaloska 4",18197964,"2007, 2008","EU037902, EU044832",134,Ahmeti,"Ahmeti (2008, 18197964)"
"Avsic-zupanc T., Dedushaj I., Duh D., Petrovec M., Saksida A.",Novel one-step real-time RT-PCR assay for rapid and specific diagnosis of Crimean-Congo hemorrhagic fever encountered in the Balkans,"175-179 (2006), Institute of Microbiology and Immunology, J. Virol. Methods 133 (2), Ljubljana 1000, Slovenia, Virology, Zaloska 4",16343650,"2005, 2006",DQ133507,135,Avsic-zupanc,"Avsic-zupanc (2006, 16343650)"
"Aksekili E., Durmaz R., Ertek M., Kalaycioglu A., Korukluoglu G., Ozkul A., Sezgin A., Unaldi O., Uyar Y.",Lack of genetic diversity in Crimean-Congo hemorrhagic fever viruses in Turkey: assessment of present and future patterns of disease,"471-478 (2012), Ankara 06100, Cemal Gursel Caddesi, J. Med. Virol. 84 (3), Molecular Microbiology Research and Application Laboratory, No. 18 Sihhiye, Refik Saydam National Public Health Agency, Turkey",22246834,"2010, 2012","HQ166287, HQ166288, HQ173893, HQ173894, HQ173895, HQ173896, HQ173897, HQ173898, HQ173899, HQ173900, HQ173901, HQ173902, HQ188913, HQ188914, HQ188915, HQ188916, HQ188917, HQ188918, HQ188919, HQ188920, HQ188921, HQ188922, HQ659777, HQ664913, HQ675002, HQ675003, HQ675004, HQ675005, HQ675006, HQ675007, HQ675008, HQ675009, HQ675010, HQ685839, HQ685840",136,Aksekili,"Aksekili (2012, 22246834)"
"Durmaz R., Ertek M., Kalaycioglu A., Korukluoglu G., Ozkul A., Unaldi O., Uyar Y.","Genetic diversity of Crimean-Congo hemorrhagic fever viruses in Turkey, Genetic diversity of Crimean-congo hemorrhagic fever viruses in Turkey","Ankara 06100, Cemal Gursel cad. No. 18, Cemal Gursel cad. No. 18 Sihhiye, Molecular Microbiology, Molecular Microbiology Research and Application Laboratory, Refik Saydam National Public Health Agency, Research and Application Laboratory, Sihhiye, Turkey, Unpublished",,"2010, 2011","HQ821873, HQ821874, HQ821875, HQ829809, HQ829810, HQ829811, HQ829812, HQ829813, HQ829814, HQ829815, HQ829816, HQ829817, HQ829818, HQ829819, HQ833034, HQ833035, HQ864321, HQ864322, HQ891305, HQ891306, HQ891307, HQ891308, JF523541, JF523542, JF523543, JF523544, JF523545",137,Durmaz,Durmaz (2011)
"Durmaz R., Ertek M., Kalaycioglu A., Korukluoglu G., Ozkul A., Unaldi O., Uyar Y.","Genetic diversity of Crimean-Congo hemorrhagic fever viruses in Turkey, Genetic diversity of Crimean-congo hemorrhagic fever viruses in Turkey","Ankara 06100, Cemal Gursel cad. No. 18, Cemal Gursel cad. No. 18 Sihhiye, Molecular Microbiology, Molecular Microbiology Research and Application Laboratory, Refik Saydam National Public Health Agency, Refik Saydam Public Health Agency, Research and Application Laboratory, Sihhiye, Turkey, Unpublished",,"2010, 2011","HQ821873, HQ821874, HQ821875, HQ829809, HQ829810, HQ829811, HQ829812, HQ829813, HQ829814, HQ829815, HQ829816, HQ829817, HQ829818, HQ829819, HQ833034, HQ833035, HQ864321, HQ864322, HQ891305, HQ891306, HQ891307, HQ891308, JF523541, JF523542, JF523543, JF523544, JF523545",138,Durmaz,Durmaz (2011)
"Durmaz R., Ertek M., Kalaycioglu A., Korukluoglu G., Ozkul A., Unaldi O., Uyar Y.","Genetic diversity of Crimean-Congo hemorrhagic fever viruses in Turkey, Genetic diversity of Crimean-congo hemorrhagic fever viruses in Turkey","Ankara 06100, Cemal Gursel cad. No. 18, Cemal Gursel cad. No. 18 Sihhiye, Molecular Microbiology, Molecular Microbiology Research and Application Laboratory, Refik Saydam National Public Health Agency, Research and Application Laboratory, Sihhiye, Turkey, Unpublished",,"2010, 2011","HQ821873, HQ821874, HQ821875, HQ829809, HQ829810, HQ829811, HQ829812, HQ829813, HQ829814, HQ829815, HQ829816, HQ829817, HQ829818, HQ829819, HQ833034, HQ833035, HQ864321, HQ864322, HQ891305, HQ891306, HQ891307, HQ891308, JF523541, JF523542, JF523543, JF523544, JF523545",139,Durmaz,Durmaz (2011)
"Durmaz R., Ertek M., Kalaycioglu A., Korukluoglu G.",Genetic analysis of Crimean-Congo hemorrhagic fever virus isolates in 2012,"Ankara, Ankara 06100, Molecular Microbiology Research and Application Laboratory, Saglik mah. Adnan Saygun cad. No. 55, Turkey, Turkish National Public Health Agency, Unpublished",,2012,"KC150000, KC150001, KC150002, KC150003, KC150004, KC150005",140,Durmaz,Durmaz (2012)
"Aradaib I., Elageb R., Elata A., Elbashir M., Eltom K., Hussain M., Hussein M., Karsany M.","A Nosocomial Transmission of Crimean-Congo Hemorrhagic Fever to an Attending Physician in North Kordufan, Sudan","303 (2011), Al Kareb, Clincal Medicine, Khartoum North 11111, Sudan, University of Khartoum, Virol. J. 8 (1)",21672268,"2010, 2011",HQ829854,141,Aradaib,"Aradaib (2011, 21672268)"
"Ahmeti S., Berisha L., Cadar D., Emmerich P., Gunther S., Halili B., Jakupi X., Schmidt-chanasit J., Von possel R.","Kosovo, Viral metagenomics, genetic and evolutionary characteristics of Crimean-Congo hemorrhagic fever orthonairovirus in humans","6-11 (2018), Bernhard Nocht Institute for Tropical Medicine, Bernhard-Nocht-Str. 74, Germany, Hamburg 20359, Infect. Genet. Evol. 65, Virology",30006045,2018,"MH133277, MH133278, MH133279, MH133280, MH133281, MH133282, MH133283, MH133284, MH133285, MH133286, MH133287, MH133288, MH133289, MH133290, MH133291, MH133292, MH133293, MH133294, MH133295, MH133296, MH133297, MH133298, MH133299, MH133300, MH133301, MH133302, MH133303, MH133304, MH133305, MH133306, MH133307, MH133308, MH133309, MH133310, MH133311, MH133312",142,Ahmeti,"Ahmeti (2018, 30006045)"
"Brinkmann A., Dincer E., Emanet N., Ergunay C., Ergunay K., Hacioglu S., Kar S., Linton Y., Nitsche A., Ozkul A., Polat dincer P., Yalcinkaya D.","Multiple orthonairoviruses including Crimean-Congo hemorrhagic fever virus, Tamdy virus and the novel Meram virus in Anatolia","101448 (2020), Ankara 06420, Department of Medical Microbiology Virology Unit, Hacettepe University Faculty of Medicine, Morphology Building 3rd floor, Ticks Tick Borne Dis 11 (5), Turkey",32723637,"2019, 2020","MN811030, MN811031, MN811032, MN811033, MN811034, MN811035, MN811036, MN811037, MN811038, MN811039, MN811040, MN811041, MN811042",143,Brinkmann,"Brinkmann (2020, 32723637)"
"Achee N., Bourke B., Dincer E., Ergunay K., Gokcecik O., Grieco J., Jiang L., Justi S., Liao H., Linton Y., Nelson S., Oguz B., Reinbold-wasson D., Sahindokuyucu I., Timurkan M.",Impact of nanopore-based metagenome sequencing on tick-borne virus detection,"1177651 (2023), Ankara 06100, Department of Medical Microbiology Virology Unit, Front Microbiol 14, Hacettepe University Faculty of Medicine, Morphology Building 3rd Floor, Turkey",37323891,"2022, 2023","OP432043, OP432044, OP432045",144,Achee,"Achee (2023, 37323891)"
"Bulut C., Demiroz A., Ergunay K., Kinikli S., Kocak tufan Z., Ozkul A.",Antibody responses and viral load in patients with Crimean-Congo hemorrhagic fever: a comprehensive analysis during the early stages of the infection,"31-36 (2014), Ankara 06100, Department of Medical Microbiology Virology Unit, Diagn. Microbiol. Infect. Dis. 79 (1), Hacettepe University Faculty of Medicine, Morphology Building 3rd floor Sihhiye, Turkey",24630756,"2013, 2014","KF705526, KF705527, KF705528, KF705529, KF705530, KF705531, KF705532, KF705533, KF705534, KF705535, KF705536",145,Bulut,"Bulut (2014, 24630756)"
"Ahmeti S., Avsic-zupanc T., Dedushaj I., Fajs L., Humolli I., Jakupi X.",Molecular epidemiology of Crimean-Congo hemorrhagic fever virus in Kosovo,"E2647 (2014), Faculty of Medicine, Institute of Microbiology and Immunology, Laboratory for Diagnosis of Zoonoses, Ljubljana, Ljubljana 1000, MF, PLoS Negl Trop Dis 8 (1), Slovenia, UL, University of Ljubljana, Vrazov trg 2, Zaloska 4",24416468,"2013, 2014","KF039932, KF039933, KF039934, KF039935, KF039936, KF039937, KF039938, KF039939, KF039940, KF039941, KF039942, KF039943, KF039944, KF039945, KF039946, KF039947, KF039948, KF039949, KF039950, KF039951, KF039952, KF039953, KF039954, KF039955, KF039956, KF039957, KF039958, KF039959, KF039960, KF039961, KF039962, KF039963, KF039964, KF039965, KF039966, KF039967, KF039968, KF039969, KF039970, KF039971, KF039972, KF039973, KF039974, KF039975, KF039976, KF039977, KF039978, KF039979, KF039980, KF039981, KF039982, KF039983, KF595127, KF595128, KF595129, KF595130, KF595131, KF595132, KF595133, KF595134, KF595135, KF595136, KF595137, KF595138, KF595139, KF595140, KF595141, KF595142, KF595143, KF595144, KF595145, KF595146, KF595147, KF595148, KF595149",146,Ahmeti,"Ahmeti (2014, 24416468)"
"Fajs L., Jakupi X., Ahmeti S., Humolli I., Dedushaj I., Avsic-zupanc T.",Molecular epidemiology of crimean-congo hemorrhagic Fever virus in kosovo,"PLoS Negl Trop Dis 8 (1), E2647 (2014)",24416468,2014,"KC477837, KC477836, KC477835, KC477834, KC477833, KC477832, KC477831, KC477830, KC477829, KC477828, KC477827, KC477826, KC477825, KC477824, KC477823, KC477822, KC477821, KC477820, KC477819, KC477818, KC477817, KC477816, KC477815, KC477814, KC477813, KC477812, KC477811, KC477810, KC477809, KC477808, KC477807, KC477806, KC477805, KC477804, KC477803, KC477802, KC477801, KC477800, KC477799, KC477798, KC477797, KC477796, KC477795, KC477794, KC477793, KC477792, KC477791, KC477790, KC477789, KC477788, KC477787, KC477786, KC477785, KC477784, KC477783, KC477782, KC477781, KC477780, KC477779",147,Fajs,"Fajs (2014, 24416468)"
"Ahmeti S., Avsic-zupanc T., Dedushaj I., Fajs L., Humolli I., Jakupi X.",Molecular epidemiology of Crimean-Congo hemorrhagic fever virus in Kosovo,"E2647 (2014), Institute of Microbiology and Immunology, Laboratory for Diagnosis of Zoonoses, Ljubljana, Ljubljana 1000, MF, Mf, PLoS Negl Trop Dis 8 (1), Slovenia, UL, Ul, Zaloska 4",24416468,"2013, 2014","KC477779, KC477780, KC477781, KC477782, KC477783, KC477784, KC477785, KC477786, KC477787, KC477788, KC477789, KC477790, KC477791, KC477792, KC477793, KC477794, KC477795, KC477796, KC477797, KC477798, KC477799, KC477800, KC477801, KC477802, KC477803, KC477804, KC477805, KC477806, KC477807, KC477808, KC477809, KC477810, KC477811, KC477812, KC477813, KC477814, KC477815, KC477816, KC477817, KC477818, KC477819, KC477820, KC477821, KC477822, KC477823, KC477824, KC477825, KC477826, KC477827, KC477828, KC477829, KC477830, KC477831, KC477832, KC477833, KC477834, KC477835, KC477836, KC477837, KF039932, KF039933, KF039934, KF039935, KF039936, KF039937, KF039938, KF039939, KF039940, KF039941, KF039942, KF039943, KF039944, KF039945, KF039946, KF039947, KF039948, KF039949, KF039950, KF039951, KF039952, KF039953, KF039954, KF039955, KF039956, KF039957, KF039958, KF039959, KF039960, KF039961, KF039962, KF039963, KF039964, KF039965, KF039966, KF039967, KF039968, KF039969, KF039970, KF039971, KF039972, KF039973, KF039974, KF039975, KF039976, KF039977, KF039978, KF039979, KF039980, KF039981, KF039982, KF039983, KF595127, KF595128, KF595129, KF595130, KF595131, KF595132, KF595133, KF595134, KF595135, KF595136, KF595137, KF595138, KF595139, KF595140, KF595141, KF595142, KF595143, KF595144, KF595145, KF595146, KF595147, KF595148, KF595149",148,Ahmeti,"Ahmeti (2014, 24416468)"
"Fajs L., Jakupi X., Ahmeti S., Humolli I., Dedushaj I., Avsic-zupanc T.",Molecular epidemiology of crimean-congo hemorrhagic Fever virus in kosovo,"PLoS Negl Trop Dis 8 (1), E2647 (2014)",24416468,2014,"KC477837, KC477836, KC477835, KC477834, KC477833, KC477832, KC477831, KC477830, KC477829, KC477828, KC477827, KC477826, KC477825, KC477824, KC477823, KC477822, KC477821, KC477820, KC477819, KC477818, KC477817, KC477816, KC477815, KC477814, KC477813, KC477812, KC477811, KC477810, KC477809, KC477808, KC477807, KC477806, KC477805, KC477804, KC477803, KC477802, KC477801, KC477800, KC477799, KC477798, KC477797, KC477796, KC477795, KC477794, KC477793, KC477792, KC477791, KC477790, KC477789, KC477788, KC477787, KC477786, KC477785, KC477784, KC477783, KC477782, KC477781, KC477780, KC477779",149,Fajs,"Fajs (2014, 24416468)"
"Avsic-zupanc T., Dedushaj I., Fajs L., Humolli I., Jelovsek M., Knap N., Korva M., Petrovec M., Saksida A.","Prevalence of crimean-congo hemorrhagic Fever virus in healthy population, livestock and ticks in kosovo","E110982 (2014), Institute of Microbiology and Immunology, Laboratory for diagnosis of zoonoses, Ljubljana, Ljubljana 1000, MF, PLoS ONE 9 (11), Slovenia, UL, Zaloska 4",25393542,2014,"KJ207076, KJ207077, KJ207078",150,Avsic-zupanc,"Avsic-zupanc (2014, 25393542)"
"Abudurexiti A., Deng F., Fang Y., Hu Z., Liang J., Liu J., Shen S., Su Z., Wang C., Wang Q., Wu Q., Zhang Y., Zhang Z.","Characterization, China, Isolation, and Phylogenetic Analysis of Two New Crimean-Congo Hemorrhagic Fever Virus Strains from the Northern Region of Xinjiang Province","74-86 (2018), China, Chinese Academy of Sciences, Hubei 430071, State Key Laboratory of Virology, Virol Sin 33 (1), Wuhan, Wuhan Institute of Virology, Xiao Hongshan 44 Wuchang",29520745,"2017, 2018","MG659722, MG659723, MG659724, MG659725, MG659726, MG659727",151,Abudurexiti,"Abudurexiti (2018, 29520745)"
"Azad-manjiri S., Baniasadi V., Fazlalipour M., Jalali T., Jamshidi Y., Khakifirouz S., Mohammadi T., Salehi-vaziri M.","An Outbreak of Crimean Congo Hemorrhagic Fever (CCHF) in South West of Iran, June 2016","Iran, No 69, Pasteur Ave, Tehran, Tehran 0098, Tehran University of Medical Sciences, Unpublished, virology",,2016,"KX432283, KX432284, KX432285",152,Azad-manjiri,Azad-manjiri (2016)
"Azad-manjiri S., Baniasadi V., Fazlalipour M., Jalali T., Jamshidi Y., Khakifirouz S., Mohammadi T., Salehi-vaziri M.","An Outbreak of Crimean-Congo Hemorrhagic Fever in South East of Iran, Crimean-Congo Hemorrhagic Fever Virus isolated from Kurdistan, Crimean-Congo Hemorrhagic Fever Virus isolated from Mazandaran, May 2016","Iran, No 69, Pasteur Ave, Tehran, Tehran 0098, Tehran University of Medical Sciences, Unpublished, Virology",,2016,"KX458017, KX458018, KX458019, KX458020, KX458021, KX458022, KX458023",153,Azad-manjiri,Azad-manjiri (2016)
"Azad-manjiri S., Baniasadi V., Fazlalipour M., Jalali T., Khakifirouz S., Mahmoodi V., Mirghiasi M., Mirghiasi S., Naderi H., Salehi-vaziri M., Zarandi R.",Crimean-Congo Hemorrhagic Fever due to Consumption of Raw Meat: A Case Reports From East-North of Iran,"69 Pasteur Ave, Iran, Jpn. J. Infect. Dis. (2016) In press, Tehran, Tehran 0098, Tehran University of Medical Sciences, Virology",26743144,"2015, 2016","KU201597, KU201598, KU201599",154,Azad-manjiri,"Azad-manjiri (2016, 26743144)"
"Azad-manjiri S., Azizizadeh S., Baniasadi V., Fazlalipour M., Fereydouni Z., Hosseini M., Jalali T., Khakifirouz S., Mohammadi T., Pouriayevali M., Salehi-vaziri M., Tavakolirad M.","Crimean Congo Hemorrhagic Fever in Qeshm Island, Eid Al Adha (Eid Qorban) 2017, Iran","Iran, No 69, Pasteur Ave, Tehran 0098, Tehran University of Medical Sciences, Unpublished, Virology",,2017,MG456911,155,Azad-manjiri,Azad-manjiri (2017)
"Cabezas-cruz A., Chaligiannis I., De la fuente J., Fernandez de mera I., Gortazar C., Hernandez-jarguin A., Mateos-hernandez L., Papa A., Ruiz fons F., Ruiz-fons F., Sotiraki S., Villar M.",Combination of RT-PCR and proteomics for the identification of Crimean-Congo hemorrhagic fever virus in ticks,"Ciudad Real, Ciudad Real 13071, E00353 (2017), Heliyon 3 (7), Instituto de Investigacion en Recursos Cinegeticos, Ronda de Toledo s/n, Sanidad Animal, Spain",28736753,"2015, 2017","KU365757, KU365758",156,Cabezas-cruz,"Cabezas-cruz (2017, 28736753)"
"Alp H., Altas K., Cerit C., Ergin S., Ergonul O., Estrada-pena A., Gargili A., Iyisan S., Midilli K., Vatansever Z., Yilmaz G.","Crimean-Congo hemorrhagic fever in European part of Turkey: genetic analysis of the virus strains from ticks and a seroepidemiological study in humans, Molecular analysis of CCHF virus strains from ticks in Thrace, Turkey","747-752 (2011), Cerrahpasa, Cerrahpasa Medical Faculty of Istanbul University, Fatih - Istanbul 34303, Microbiology and Clinical Microbiology, Turkey, Unpublished, Vector Borne Zoonotic Dis. 11 (6)",21028961,"2008, 2011","FJ392601, FJ392602, FJ392603",157,Alp,"Alp (2011, 21028961)"
"De lamballerie X., Drexler F., Drexler J., Drosten C., Fair J., Gilda G., Grard G., Leroy E., Muyembe J., Wolfe N.",Re-emergence of Crimean-Congo hemorrhagic fever virus in Central Africa,"Centre International de Recherches Medicales de Franceville, E1350 (2011), Franceville BP 769, Gabon, PLoS Negl Trop Dis 5 (10)",22022629,2011,"HQ849545, HQ849546",158,De lamballerie,"De lamballerie (2011, 22022629)"
"Chamberlain J., Clegg C., Gmyl A., Gmyl L., Hasan R., Hewson R., Jamil B., Karganova G., Smirnova S., Smironova S.",Evidence of segment reassortment in Crimean-Congo haemorrhagic fever virus,"3059-3070 (2004), CAMR, Centre for Applied Microbiology Research, HPA Porton Down, Health Protection Agency, Hewson R., Institute of Poliomyelitis and Viral Encephalitides RAMS, J. Gen. Virol. 85 (PT 10), Leninskii r-n, Moscow region, PO Institut Poliomielita, Porton Down, Russia, SP4 0JG, Salisbury, Special Pathogens, Special Pathogens / Virology, UK, UNITED KINGDOM, WILTS SP4 0JG, WILTS SP40JG",15448369,"2003, 2004","AJ538196, AJ538197, AJ538198, AJ538199, AJ579312, AJ620682, AJ620683, AJ620684, AJ620685, AY223475, AY223476, AY573565, AY573566, AY573567, AY573568",159,Chamberlain,"Chamberlain (2004, 15448369)"
"Bester P., Burt F., Goedhals D., Paweska J., Swanepoel R.",Next-generation sequencing of southern African Crimean-Congo haemorrhagic fever virus isolates reveals a high frequency of M segment reassortment,"Bloemfontein, DF Malherbe Drive, Epidemiol. Infect. (2014) In press, Francois Retief Building, Free State 9300, Medical Microbiology and Virology, National Health Laboratory Services/University of the Free State, South Africa",24786748,2014,"KJ682795, KJ682796, KJ682797, KJ682798, KJ682799, KJ682800, KJ682801, KJ682802, KJ682803, KJ682804, KJ682805, KJ682806, KJ682807, KJ682808, KJ682809, KJ682810, KJ682811, KJ682812, KJ682813, KJ682814, KJ682815, KJ682816, KJ682817, KJ682818, KJ682819, KJ682820, KJ682821, KJ682822, KJ682823, KJ682824",160,Bester,"Bester (2014, 24786748)"
"Deng F., Guo R., Liu D., Liu J., Shen S., Shi J., Su Z., Wang Q., Yang J., Zhang Y.","China, Identification and phylogenetic analysis of the latest isolated Crimean-Congohemorrhagic fever virus in Xinjiang","China, China Academy of Science, Hubei 430071, Unpublished, Wuhan, Wuhan Institute of Virology, Xiaohongshan District No. 44",,2016,"KY354080, KY354081, KY354082",161,Deng,Deng (2016)
"Feldmann F., Feldmann H., Furuta Y., Gowen B., Haddock E., Hanley P., Hawman D., Komeno T., Meade-white K., Rosenke K., Williamson B.",Favipiravir (T-705) but not ribavirin is effective against two distinct strains of Crimean-Congo hemorrhagic fever virus in mice,"18-26 (2018), 903 S 4th St, Antiviral Res. 157, Hamilton, Laboratory of Virology, MT 59840, Rocky Mountain Labs NIH/NIAD, USA",29936152,2018,"MH483984, MH483985, MH483986, MH483987, MH483988, MH483989",162,Feldmann,"Feldmann (2018, 29936152)"
"Babian K., Feldmann F., Feldmann H., Hawman D., Leventhal S., Martens C., Meade-white K., Okumura A., Scott D., Smith B., Sturdevant D.",Immunocompetent Mouse Model for Crimean-Congo Hemorrhagic Fever Virus,"903 S 4th St, Hamilton, Laboratory of Virology, MT 59840, Rocky Mountain Labs NIH/NIAD, USA, bioRxiv (2021) In press",,"2020, 2021","MW058028, MW058029, MW058030",163,Babian,Babian (2021)
"Honig J., Nichol S., Osborne J.",Crimean-Congo hemorrhagic fever virus genome L RNA segment and encoded protein,"1600 Clifton Rd. NE, 29-35 (2004), Atlanta, Centers for Disease Control and Prevention, Division of Viral and Rickettsial Diseases, GA 30333, Special Pathogens Branch, USA, Virology 321 (1)",15033562,"2003, 2004, 2005",AY389508,164,Honig,"Honig (2004, 15033562)"
"Honig J., Nichol S., Osborne J.",The high genetic variation of viruses of the genus Nairovirus reflects the diversity of their predominant tick hosts,"1600 Clifton Rd. NE, Atlanta, Centers for Disease Control and Prevention, Division of Viral and Rickettsial Diseases, GA 30333, MS G-14, Special Pathogens Branch, USA, Unpublished",,2003,AY357718,165,Honig,Honig (2003)
